번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),점포구분명,Unnamed: 29
74,대규모점포,08_25_01_P,3000000,2022300020207500001,20220628,,1,영업/정상,5,영업개시전,,,,,02-2006-2678,297.0,,서울특별시 종로구 무악동 82 무악현대아파트,"서울특별시 종로구 통일로 246-10, 무악현대아파트 지하 1층 (무악동)",3025.0,GS THE FRESH 무악현대점,20220630165207,I,2022-07-02 00:22:30.0,대형마트,196467.975088253,452566.134030104,준대규모점포,
75,대규모점포,08_25_01_P,3190000,2022319021607500001,20220722,,1,영업/정상,5,영업개시전,,,,,02-792-0653,8995.84,,서울특별시 동작구 노량진동 16-1 노량진 드림스퀘어 복합빌딩,"서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 (노량진동)",6900.0,노량진 드림스퀘어,20220727090339,I,2022-07-30 00:22:29.0,그 밖의 대규모점포,194571.152376388,445790.549860682,대규모점포,
322,대규모점포,08_25_01_P,3150000,2017315018607500001,20170330,,1,영업/정상,1,정상영업,,,,,02-3665-7661,0.0,,서울특별시 강서구 가양동 54번지 5호,서울특별시 강서구 양천로 410 (가양동),7573.0,노브랜드 강서가양점,20190122110838,I,2019-01-24 02:20:58.0,구분없음,186374.463682775,451431.251130887,준대규모점포,
323,대규모점포,08_25_01_P,3150000,2017315018607500002,20170617,,1,영업/정상,1,정상영업,,,,,02-2039-8337,0.0,,서울특별시 강서구 마곡동 759번지 마곡센트럴타워Ⅱ,"서울특별시 강서구 마곡서로 158, 마곡센트럴타워Ⅱ 103~110, 118, 119호 (마곡동)",7788.0,이마트에브리데이 마곡점,20190122112335,I,2019-01-24 02:20:58.0,구분없음,184507.89151286,451772.49965437,준대규모점포,
324,대규모점포,08_25_01_P,3150000,2017315018607500003,20170814,,1,영업/정상,1,정상영업,,,,,02-3664-6600,0.0,,서울특별시 강서구 마곡동 776번지 2호 마곡센트럴대방디엠시티오피스텔,"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 121-1,2호 (마곡동)",7791.0,롯데쇼핑㈜ 마켓999 양천향교역가맹점,20190122131625,I,2019-01-24 02:20:58.0,구분없음,185827.239418328,451790.699502971,준대규모점포,
325,대규모점포,08_25_01_P,3150000,2017315018607500004,20171011,,1,영업/정상,1,정상영업,,,,,02-2063-3690,0.0,,서울특별시 강서구 가양동 1458번지 9호 동남빌딩,"서울특별시 강서구 허준로 16-12, 동남빌딩 (가양동)",7529.0,㈜이마트에브리데이 양천향교역점,20190122132337,I,2019-01-24 02:20:58.0,구분없음,186080.902016621,451971.178722228,준대규모점포,
326,대규모점포,08_25_01_P,3150000,2018315018607500001,20180730,,1,영업/정상,1,정상영업,,,,,02-2667-0151,0.0,,서울특별시 강서구 마곡동 768번지 2호 동익드미라벨복합빌딩,"서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 (마곡동)",7798.0,노브랜드 강서마곡점,20200319111209,U,2020-03-21 02:40:00.0,구분없음,184345.724012817,451171.287709396,준대규모점포,
330,대규모점포,08_25_01_P,3090000,2019309015207500001,20190328,,1,영업/정상,1,정상영업,,,,,6052-7704,3338.57,,서울특별시 도봉구 쌍문동 711번지 금강아미움파크타운,"서울특별시 도봉구 방학로5길 33, 금강아미움파크타운 (쌍문동, 금강아미움파크타운)",1391.0,금강아미움쇼핑센터,20200211124759,U,2020-02-13 02:40:00.0,그 밖의 대규모점포,203296.164641727,462113.860476609,대규모점포,
531,대규모점포,08_25_01_P,3080000,1966308016907500009,19661219,,1,영업/정상,1,정상영업,,,,,02-989-4730,5301.07,,서울특별시 강북구 수유동 54번지 5호 수유시장,"서울특별시 강북구 도봉로67길 18, 수유시장 (수유동)",1117.0,수유시장,20190311192347,I,2019-03-13 02:21:48.0,그 밖의 대규모점포,201956.180985499,458714.365820521,대규모점포,
532,대규모점포,08_25_01_P,3080000,1971308016907500002,19711118,,1,영업/정상,1,정상영업,,,,,02-902-1353,3634.6,,서울특별시 강북구 수유동 32번지 2호 수유중앙시장,"서울특별시 강북구 노해로17길 21, 수유중앙시장 (수유동)",1076.0,수유중앙시장,20190311185037,I,2019-03-13 02:21:48.0,그 밖의 대규모점포,201812.904685238,459775.992830125,대규모점포,
533,대규모점포,08_25_01_P,3080000,1975308016907500002,19750211,,1,영업/정상,1,정상영업,,,,,02-980-0740,5023.11,,서울특별시 강북구 미아동 701번지 3호 동북프라자,"서울특별시 강북구 솔샘로 233, 동북프라자 (미아동)",1189.0,동북프라자,20201028144107,U,2020-10-30 02:40:00.0,그 밖의 대규모점포,201589.777957863,457545.100871485,대규모점포,
535,대규모점포,08_25_01_P,3070000,2019307021607500001,20190524,,1,영업/정상,1,정상영업,,,,,02-926-6405,0.0,,서울특별시 성북구 돈암동 609번지 1호 스카이프라자상가,"서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트)",2831.0,동소문스카이상가,20190524170159,I,2019-05-26 02:20:55.0,그 밖의 대규모점포,200841.726990037,454721.505180141,대규모점포,
537,대규모점포,08_25_01_P,3070000,2019307021607500003,20190613,,1,영업/정상,1,정상영업,,,,,02-912-9110,5022.21,,"서울특별시 성북구 길음동 535-8,535-26,540-2,540-7",,,길음시장,20190613085832,I,2019-06-15 02:21:11.0,그 밖의 대규모점포,,,대규모점포,
538,대규모점포,08_25_01_P,3170000,2019317019007500001,20190410,,1,영업/정상,1,정상영업,,,,,02-809-9957,4288.0,,서울특별시 금천구 독산동 1156번지 금천롯데캐슬골드파크4차,"서울특별시 금천구 시흥대로 315, 금천롯데캐슬골드파크4차 (독산동)",8608.0,롯데캐슬 골드파크 4차 마르쉐도르 960,20211222170746,U,2021-12-24 02:40:00.0,그 밖의 대규모점포,190799.832998673,439885.941303087,대규모점포,
540,대규모점포,08_25_01_P,3070000,2019307021607500002,20190529,,1,영업/정상,1,정상영업,,,,,02-912-9110,4612.41,,"서울특별시 성북구 길음동 535번지8호, 535번지26호, 540번지2호",,,길음시장,20190529173000,I,2019-05-31 02:20:59.0,그 밖의 대규모점포,,,대규모점포,
542,대규모점포,08_25_01_P,3240000,2019324023607500001,20190604,,1,영업/정상,1,정상영업,,,,,02-2006-2422,719.46,,서울특별시 강동구 고덕동 217번지 고덕그라시움아파트(상가1동),"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 지하1층 108-119,128호 (고덕동)",5224.0,지에스 더프레시(GS THE FRESH) 고덕그라시움점,20200424101040,U,2020-04-26 02:40:00.0,구분없음,214299.644266879,450637.954760292,준대규모점포,
613,대규모점포,08_25_01_P,3140000,2012314011407500005,20120523,,1,영업/정상,1,정상영업,,,,,2692-5600,240.66,,서울특별시 양천구 신정동 1290-4 대우미래사랑5차아파트,"서울특별시 양천구 신정로13길 3, 대우미래사랑5차아파트 103~105호 (신정동)",8081.0,롯데프레시 신정점,20210215175334,U,2021-02-17 02:40:00.0,그 밖의 대규모점포,186071.979697827,445297.986765501,준대규모점포,
614,대규모점포,08_25_01_P,3140000,2012314011407500006,20120531,,1,영업/정상,1,정상영업,,,,,02-6716-1234,1943.87,158822.0,서울특별시 양천구 신월5동 26번지,서울특별시 양천구 화곡로 59 (신월동),,(주)이마트 신월점,20211214173322,U,2021-12-16 02:40:00.0,구분없음,184796.999053109,448625.389554748,준대규모점포,
615,대규모점포,08_25_01_P,3140000,2012314011407500007,20120531,,1,영업/정상,1,정상영업,,,,,02-2646-4331,468.92,158754.0,서울특별시 양천구 목5동 904번지 목동4단지아파트 관리동 105호,"서울특별시 양천구 목동서로 130, 관리동 105호 (목동,목동4단지아파트)",,(주)이마트에브리데이 목동점,20210525100940,U,2021-05-27 02:40:00.0,구분없음,188580.483661607,447750.845210817,준대규모점포,
616,대규모점포,08_25_01_P,3070000,2012307018907500009,20170427,,1,영업/정상,1,정상영업,,,,,02 9185651,80.49,136111.0,서울특별시 성북구 길음1동 1285번지 7호,서울특별시 성북구 오패산로4길 17 (하월곡동),136130.0,롯데마켓999 하월곡점,20220513102630,U,2022-05-15 02:40:00.0,구분없음,201621.331749529,456272.261670237,준대규모점포,
617,대규모점포,08_25_01_P,3070000,2012307018907500011,20120521,,1,영업/정상,1,정상영업,,,,,02   9155603,685.6,136140.0,서울특별시 성북구 장위동 316번지 3호,서울특별시 성북구 월계로40길 7 (장위동),136140.0,롯데마이슈퍼 장위점,20220513103719,U,2022-05-15 02:40:00.0,구분없음,204208.631200867,457844.348010616,준대규모점포,
618,대규모점포,08_25_01_P,3070000,2012307018907500012,20120521,,1,영업/정상,1,정상영업,,,,,02  914 5601,257.0,136854.0,서울특별시 성북구 정릉3동 1034번지,서울특별시 성북구 정릉로 307 (정릉동),136100.0,롯데마이슈퍼 정릉점,20220513103218,U,2022-05-15 02:40:00.0,구분없음,201548.495615664,455659.81785175,준대규모점포,
619,대규모점포,08_25_01_P,3070000,2012307018907500013,20120521,,1,영업/정상,1,정상영업,,,,,02-921-8545,215.0,136087.0,서울특별시 성북구 보문동7가 25번지 1호,서울특별시 성북구 보문로 61 (보문동7가),136087.0,홈플러스익스프레스 보문점,20210616092837,U,2021-06-18 02:40:00.0,구분없음,201826.002331378,453162.376311852,준대규모점포,
620,대규모점포,08_25_01_P,3070000,2012307018907500014,20120521,,1,영업/정상,1,정상영업,,,,,02 9428545,189.0,136732.0,서울특별시 성북구 길음동 1285번지 두산아파트상가,서울특별시 성북구 길음로13길 22 (길음동),136732.0,홈플러스익스프레스 길음점,20210616093522,U,2021-06-18 02:40:00.0,구분없음,201592.991324089,456382.966061703,준대규모점포,
621,대규모점포,08_25_01_P,3070000,2014307021607500001,20080529,,1,영업/정상,1,정상영업,,,,,02-944-1052,10006.0,136800.0,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구 도봉로 17 (길음동),136800.0,이마트 미아점,20200424141550,U,2020-04-26 02:40:00.0,대형마트,202555.30089577,456503.066230481,대규모점포,
622,대규모점포,08_25_01_P,3070000,2014307021607500002,20120224,,1,영업/정상,1,정상영업,,,,,02-6936-1251,10745.0,136735.0,서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티아파트)",136735.0,이마트 하월곡점,20200424133111,U,2020-04-26 02:40:00.0,대형마트,202667.468802014,455858.920803881,대규모점포,
624,대규모점포,08_25_01_P,3070000,2000307009907500001,19611204,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 성북구 보문동4가 1번지 1   호,,,보문시장,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
625,대규모점포,08_25_01_P,3070000,2000307009907500004,19990225,,1,영업/정상,1,정상영업,,,,,02 9135724,,,서울특별시 성북구 하월곡동 88번지 345호,,,미아시장,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
626,대규모점포,08_25_01_P,3070000,2000307009907500007,19990121,,1,영업/정상,1,정상영업,,,,,02 9675571,,,서울특별시 성북구 석관동 270호,,,석관시장,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
627,대규모점포,08_25_01_P,3070000,2000307009907500009,19710522,,1,영업/정상,1,정상영업,,,,,02 9620580,,,서울특별시 성북구 석관동 338번지 18호,,,새석관시장,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,204582.680269555,456210.836257791,,
628,대규모점포,08_25_01_P,3070000,2000307009907500011,19720930,,1,영업/정상,1,정상영업,,,,,02 9157301,,,서울특별시 성북구 장위동 301호,,,번동시장,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,204162.777672643,457664.961911112,,
629,대규모점포,08_25_01_P,3070000,2000307009907500013,19880811,,1,영업/정상,1,정상영업,,,,,02 9127001,,,서울특별시 성북구 길음동 540번지 2   호,,,길음시장,20160617114450,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
630,대규모점포,08_25_01_P,3070000,2000307009907500015,19951116,,1,영업/정상,1,정상영업,,,,,02 9266405,,,서울특별시 성북구 돈암동 609번지 1  호,,,동소문스카이프라자,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
631,대규모점포,08_25_01_P,3070000,2001307013407500001,20010811,,1,영업/정상,1,정상영업,,,,,02  21173014,36583.0,,서울특별시 성북구 길음동 20번지 1호,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)",136719.0,현대백화점 미아점,20200422154052,U,2020-04-24 02:40:00.0,백화점,202466.801084521,456227.571720914,대규모점포,
632,대규모점포,08_25_01_P,3070000,2003307009907500001,20030210,,1,영업/정상,1,정상영업,,,,20030210.0,02 9436563,2973.4,136802.0,서울특별시 성북구 길음동 535번지 8호,서울특별시 성북구 동소문로 227 (길음동),136802.0,길음시장,20170420180830,I,2018-08-31 23:59:59.0,시장,201852.588541848,455598.947533777,대규모점포,
633,대규모점포,08_25_01_P,3070000,2004307009907500001,20080529,,1,영업/정상,1,정상영업,,,,,000203805234,10006.0,,서울특별시 성북구 길음동 25번지 2호,,,신세계이마트미아점,20080601105711,I,2018-08-31 23:59:59.0,대형마트,202555.30089577,456503.066230481,,
634,대규모점포,08_25_01_P,3070000,2004307018907500001,20040922,,1,영업/정상,1,정상영업,,,,,02-944-1234,18964.0,136111.0,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구  도봉로  17 (길음동),136111.0,이마트 미아점,20140224134856,I,2018-08-31 23:59:59.0,대형마트,202555.30089577,456503.066230481,대규모점포,
635,대규모점포,08_25_01_P,3070000,2008307013407500001,20080620,,1,영업/정상,1,정상영업,,,,,915-4230,3583.0,136143.0,서울특별시 성북구 장위동 60번지 1호,,,삼익아파트상가,20080620190712,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,205020.608686581,456783.766604012,,
636,대규모점포,08_25_01_P,3070000,2008307013407500002,20081027,,1,영업/정상,1,정상영업,,,,,000209413506,4382.65,,서울특별시 성북구 종암동 132번지,"서울특별시 성북구 종암로 132 (종암동, 종암우림카이저팰리스)",2797.0,종암우림카이저팰리스주상복합,20160310131837,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,202887.735294472,455516.204264925,대규모점포,
637,대규모점포,08_25_01_P,3070000,2010307013407500001,20100428,,1,영업/정상,1,정상영업,,,,,9203485,10006.0,,서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,"서울특별시 성북구 도봉로 17, 신세계 이마트 미아점 (길음동)",2729.0,이마트 미아점,20200422101356,U,2020-04-24 02:40:00.0,대형마트,202555.30089577,456503.066230481,대규모점포,
638,대규모점포,08_25_01_P,3070000,2010307013407500002,20100519,,1,영업/정상,1,정상영업,,,,,928-1346,17817.0,136865.0,서울특별시 성북구 월곡2동 46번지 73호,"서울특별시 성북구 화랑로 76 (하월곡동, 코업스타클래스)",136743.0,홈플러스 월곡점,20210616092733,U,2021-06-18 02:40:00.0,대형마트,203502.004139568,455500.568972657,대규모점포,
639,대규모점포,08_25_01_P,3070000,2010307013407500003,20100630,,1,영업/정상,1,정상영업,,,,,02-944-1051,19201.0,136735.0,서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167,  동 (하월곡동)",136130.0,이마트 하월곡점,20140224134232,I,2018-08-31 23:59:59.0,대형마트,202667.468802014,455858.920803881,대규모점포,
641,대규모점포,08_25_01_P,3070000,2011307018907500002,20110902,,1,영업/정상,1,정상영업,,,,,02  32913333,331.0,136062.0,서울특별시 성북구 돈암2동 636번지,"서울특별시 성북구 북악산로 844 (돈암동, 돈암이수브라운스톤아파트)",136793.0,GS슈퍼마켓 돈암점,20160212153153,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,201501.474496909,455061.698603977,준대규모점포,
642,대규모점포,08_25_01_P,3070000,2012307018907500001,20120412,,1,영업/정상,1,정상영업,,,,,02  60531252,202.0,136720.0,서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운8단지아파트)",136731.0,GS슈퍼마켓 길음뉴타운점,20160212153539,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,201514.970976778,456137.102062808,준대규모점포,
643,대규모점포,08_25_01_P,3070000,2012307018907500002,20120412,,1,영업/정상,1,정상영업,,,,,02   9412227,198.0,136111.0,서울특별시 성북구 길음1동 1280번지 6호,서울특별시 성북구 길음로 103 (길음동),136110.0,GS수퍼마켓 길음점,20160212153640,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,201517.385329678,456504.561867278,준대규모점포,
644,대규모점포,08_25_01_P,3070000,2012307018907500003,20120420,,1,영업/정상,1,정상영업,,,,,918-5651,80.49,136131.0,서울특별시 성북구 월곡1동 62번지 1호,,,롯데슈퍼하월곡점,20120514101429,I,2018-08-31 23:59:59.0,,203353.798850162,455765.417145198,준대규모점포,
645,대규모점포,08_25_01_P,3070000,2012307018907500006,20120425,,1,영업/정상,1,정상영업,,,,,02 9259523,17056.0,136051.0,서울특별시 성북구 동선동1가 1번지 2호,서울특별시 성북구 동소문로 106 (동선동1가),136051.0,유타쇼핑몰,20190321092452,U,2019-03-23 02:40:00.0,쇼핑센터,201447.418693099,454477.103343093,대규모점포,
646,대규모점포,08_25_01_P,3120000,1970312009307500001,19700814,,1,영업/정상,1,정상영업,,,,,02  32169393,6606.0,120857.0,서울특별시 서대문구 홍제3동 294번지 6호,서울특별시 통일로 484 (유진상가),120760.0,유진상가,20180329152318,I,2018-08-31 23:59:59.0,시장,194811.756333333,454300.739666667,대규모점포,
647,대규모점포,08_25_01_P,3120000,1987312009307500001,19871024,,1,영업/정상,1,정상영업,,,,,02-373-7571,1100.0,,서울특별시 서대문구 남가좌동 290번지 2   호,서울특별시 서대문구 수색로2길 45 (남가좌동),,모래내시장(주),20090403170928,I,2018-08-31 23:59:59.0,시장,192503.128282531,452051.272452155,,
649,대규모점포,08_25_01_P,3120000,1992312010707500001,19921119,,1,영업/정상,1,정상영업,,,,,02-3145-3154,35471.76,120834.0,서울특별시 서대문구 창천동 30번지 33호,서울특별시 서대문구 신촌로 83 (창천동),,현대백화점 신촌점,20170713154059,I,2018-08-31 23:59:59.0,백화점,194265.067639805,450433.691021245,대규모점포,
650,대규모점포,08_25_01_P,3120000,2006312009307500001,20060919,,1,영업/정상,1,정상영업,,,,,02-2124-2148,13436.59,,서울특별시 서대문구 신촌동 74번지 12  호,서울특별시 서대문구 신촌역로 30 (신촌동),,신촌 밀리오레,20080211142613,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,194798.458435966,450837.051726331,,
651,대규모점포,08_25_01_P,3120000,2007312010707500001,20070809,,1,영업/정상,1,정상영업,,,,,02-6373-7009,14133.01,120808.0,서울특별시 서대문구 대현동 145번지,서울특별시 서대문구 이화여대1길 10 (대현동),,예스에이피엠,20080918171757,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,195063.820722531,450597.874088644,,
652,대규모점포,08_25_01_P,3120000,2011312014507500001,19990429,,1,영업/정상,1,정상영업,,,,,8348900,3305.0,120110.0,서울특별시 서대문구 연희동 131번지 1호,서울특별시 서대문구 연희맛로 23 (연희동),,연희슈퍼마켓,20171031164632,I,2018-08-31 23:59:59.0,시장,193716.339877929,451653.563671802,대규모점포,
654,대규모점포,08_25_01_P,3120000,2013312014507500001,20130616,,1,영업/정상,1,정상영업,,,,20070628.0,302-8023,232.7,120130.0,서울특별시 서대문구 북가좌동 279번지 11호,서울특별시 서대문구 응암로 112 (북가좌동),,홈플러스(주) 익스프레스 북가좌점,20220830102135,U,2022-09-01 02:40:00.0,구분없음,192301.135452392,453354.065487403,준대규모점포,
655,대규모점포,08_25_01_P,3120000,2018312018307500003,20211216,,1,영업/정상,1,정상영업,,,,,02-308-5601,288.3,,서울특별시 서대문구 남가좌동 381 DMC센트레빌,"서울특별시 서대문구 거북골로 120(남가좌동, DMC센트레빌)",3690.0,롯데슈퍼 남가좌점,20220426134449,U,2022-04-28 02:40:00.0,구분없음,192480.02944094,452634.55767379,준대규모점포,
656,대규모점포,08_25_01_P,3120000,2018312018307500004,20180412,,1,영업/정상,1,정상영업,,,,,02-2290-5704,0.0,,서울특별시 서대문구 홍제동 294번지 46호 유진상가,"서울특별시 서대문구 통일로 484, 유진상가 (홍제동)",3628.0,롯데슈퍼 유진점(X),20220830102710,U,2022-09-01 02:40:00.0,구분없음,194850.361025035,454344.432517428,준대규모점포,
657,대규모점포,08_25_01_P,3120000,2018312018307500001,20120207,,1,영업/정상,1,정상영업,,,,,02-739-6780,1573.0,,서울특별시 서대문구 홍제동 469번지 인왕산 한신휴플러스,"서울특별시 서대문구 통일로 397, 지4층 (홍제동, 인왕산 한신휴플러스)",3730.0,롯데슈퍼 홍제2점,20180329153533,I,2018-08-31 23:59:59.0,구분없음,195281.395461663,453657.534811024,준대규모점포,
658,대규모점포,08_25_01_P,3120000,2018312018307500002,20110701,,1,영업/정상,1,정상영업,,,,,02-395-3674,2040.0,,서울특별시 서대문구 홍제동 294번지 46호 유진상가,"서울특별시 서대문구 통일로 484, 유진상가 1층 (홍제동)",3628.0,롯데슈퍼 유진점,20180329163845,I,2018-08-31 23:59:59.0,구분없음,194850.361025035,454344.432517428,준대규모점포,
660,대규모점포,08_25_01_P,3000000,2019300020207500001,20190917,,1,영업/정상,1,정상영업,,,,,02-430-4200,25198.02,,서울특별시 종로구 낙원동 288번지 낙원상가,"서울특별시 종로구 삼일대로 428, 낙원상가 506호 (낙원동)",3140.0,낙원상가,20190925150602,U,2019-09-27 02:40:00.0,그 밖의 대규모점포,198838.912965902,452214.210961577,대규모점포,
661,대규모점포,08_25_01_P,3000000,2019300020207500002,20190917,,1,영업/정상,1,정상영업,,,,,02-743-6133,25198.02,,서울특별시 종로구 낙원동 288번지 낙원상가,"서울특별시 종로구 삼일대로 428, 낙원상가 (낙원동)",3140.0,낙원상가,20190925150506,I,2019-09-27 02:22:37.0,그 밖의 대규모점포,198838.912965902,452214.210961577,대규모점포,
665,대규모점포,08_25_01_P,3130000,2019313020107500001,20190724,,1,영업/정상,1,정상영업,,,,,02-2006-2678,323.62,,서울특별시 마포구 신수동 93번지 102호 신촌숲아이파크,"서울특별시 마포구 광성로 17, 상가동 127호 (신수동, 신촌숲아이파크)",4094.0,GS THE FRESH 신촌숲아이파크점,20191106165416,U,2019-11-08 02:40:00.0,구분없음,194134.552742402,449869.274982304,준대규모점포,
671,대규모점포,08_25_01_P,3220000,2022322024907500001,20220412,,1,영업/정상,1,정상영업,,,,,023805042,794.7,,서울특별시 강남구 신사동 510-11 강남상가아파트,"서울특별시 강남구 압구정로2길 46, 1층 (신사동, ---------)",6034.0,이마트에브리데이 강남시장점,20220426100726,U,2022-04-28 02:40:00.0,구분없음,201757.494098748,446282.45446652,준대규모점포,
813,대규모점포,08_25_01_P,3060000,2011306009507500006,20010328,,1,영업/정상,1,정상영업,,,,,34232975,4136.0,131867.0,서울특별시 중랑구 신내1동 786번지 동성타워프라자,서울특별시 중랑구 봉화산로 221 (신내동),131867.0,동성타워프라자,20121105142319,I,2018-08-31 23:59:59.0,복합쇼핑몰,208520.092335397,456195.877460936,대규모점포,
